Bwd_Pkt_Len_Std,Pkt_Len_Var,Pkt_Size_Avg,Pkt_Len_Std,Bwd_Seg_Size_Avg,Bwd_Pkt_Len_Mean,Subflow_Bwd_Byts,Pkt_Len_Mean,Tot_Len_Fwd_Pkts,Subflow_Fwd_Bytes,Label
1.9616616314619144,1.6607645487545282,1.480429997804408,1.6579198077122794,1.461242326717902,1.4612423267179184,1.508117296018396,1.5321288008109033,0.9316879579160061,0.9316879579160061,1
-0.6023227313922782,-1.2483039895268553,-1.7994276358974886,-1.2729878242292845,-1.4033034994230373,-1.403303499423043,-1.315996984598957,-1.7134816162741333,-1.6425260568985713,-1.6425260568985713,0
0.806865593375795,0.3581984869110097,0.5635436079844305,0.351911421488154,0.6035164355102871,0.6035164355102969,0.43125491079258127,0.5441017757791864,0.4718162702625776,0.4718162702625776,0
1.511707071579777,1.27229395259166,0.835240614964273,1.2669655875036197,0.7819195200295274,0.7819195200295385,1.1551258161024478,0.9054574380996709,1.8110290852316429,1.8110290852316429,0
-0.6023227313922782,0.4186979448937133,0.6150218422215675,0.4119487397323287,0.6796352979501163,0.6796352979501267,0.48979160456721615,0.5955117627219405,0.48104483507795837,0.48104483507795837,0
-0.6023227313922782,-1.2483039895268553,-1.7994276358974886,-1.2729878242292845,-1.4033034994230373,-1.403303499423043,-1.315996984598957,-1.7134816162741333,-1.6425260568985713,-1.6425260568985713,1
1.3735979979010573,1.0140139054217323,0.7273099910444358,1.0073606792153156,0.7462617306704773,0.7462617306704882,0.9185959089220239,0.7834298670701108,1.4115502720259296,1.4115502720259296,0
-0.6023227313922782,0.3372776871156644,0.4602999007839814,0.33118345541331506,0.5710182476574914,0.5710182476575009,0.40625307118090537,0.44102636464439193,0.30246552924853765,0.30246552924853765,0
2.033961098299222,1.7025391648542227,1.4784273238814123,1.6999806618737578,1.574378657304681,1.574378657304698,1.508117296018396,1.5301254880862492,0.8820765605367263,0.8820765605367263,1
-0.6023227313922782,0.17965697880576587,0.5038973813673778,0.17567654647281292,0.49665925396707894,0.4966592539670878,0.14105627311613053,0.39793617341739007,0.10719306842372828,0.10719306842372828,0
2.3115820828879494,2.0143756629033818,1.762473588678527,2.0138959610364866,1.7342700184471815,1.7342700184471997,1.5084294208835018,1.7857357729710541,-0.22824381480435924,-0.22824381480435924,1
0.8600311956090138,0.499671411608596,0.5107938362526946,0.4924990511205482,0.6466522808387551,0.6466522808387652,0.46443095089494707,0.4914323673150192,0.2638676862751057,0.2638676862751057,0
-0.6023227313922782,-1.2483039895268553,-1.7994276358974886,-1.2729878242292845,-1.4033034994230373,-1.403303499423043,-1.315996984598957,-1.7134816162741333,-1.6425260568985713,-1.6425260568985713,1
-0.6023227313922782,-0.10331703015213431,-0.5553726449965072,-0.0992736276348748,-1.4033034994230373,-1.403303499423043,-1.315996984598957,-0.5952855975766119,-0.08159518594024216,-0.08159518594024216,0
0.5788241399537085,0.017570790661350186,-0.18885154572106735,0.017355615435290146,-0.15272529873975463,-0.15272529873975071,-0.15412755958310345,-0.18650993954890435,0.009617421046554206,0.009617421046554206,0
1.9830295876996702,1.6728518182583922,1.5167097058675614,1.670089634743903,1.574378657304681,1.574378657304698,1.508117296018396,1.5655718023946779,0.878475601854852,0.878475601854852,1
-0.6023227313922782,-0.3739981353418057,0.4218569435110973,-0.35387749790175815,0.316093504220348,0.3160935042203555,0.002583077559637996,0.31623089611301525,0.13534163145069483,0.13534163145069483,0
-0.6023227313922782,-1.2483039895268553,-1.7994276358974886,-1.2729878242292845,-1.4033034994230373,-1.403303499423043,-1.315996984598957,-1.7134816162741333,-1.6425260568985713,-1.6425260568985713,0
-0.6023227313922782,0.6727489935999246,0.4042739940012164,0.6652570612518609,-1.4033034994230373,-1.403303499423043,-1.315996984598957,0.3545089977756457,0.7860241179468616,0.7860241179468616,0
-0.6023227313922782,-0.13685102465749838,0.11640389606085266,-0.1313537734709778,0.22074208594161257,0.22074208594161931,0.13618886603272096,0.09812544960753741,0.12149811722203324,0.12149811722203324,0
2.054241303460711,1.697030274691904,1.4086540690434026,1.6944338811433282,1.574378657304681,1.574378657304698,1.508117296018396,1.4649221162518675,0.8472309664132498,0.8472309664132498,1
-0.6023227313922782,-0.12444018677053648,0.19234157620168485,-0.11949613861400771,0.2684981184972857,0.2684981184972928,0.1730925217087606,0.17376976546412054,0.21015871412590037,0.21015871412590037,0
-0.6023227313922782,-0.3739981353418057,0.23413144994646112,-0.35387749790175815,0.18765500842741956,0.18765500842742608,-0.09591450002560344,0.12954949631715146,-0.04898874233959673,-0.04898874233959673,0
2.054241303460711,1.7196937510896524,1.4809493280618051,1.7172535058319032,1.574378657304681,1.574378657304698,1.508117296018396,1.532648296808576,0.9514565995825363,0.9514565995825363,1
-0.6023227313922782,-0.39440827494626884,0.06973803556158631,-0.3726110199197654,0.12814495475906293,0.12814495475906898,0.0645258846662793,0.05166669394287816,0.14875246429683528,0.14875246429683528,0
1.5536313648206763,1.1187960195476698,0.8180574688608794,1.1126328669961525,1.0030787614676475,1.0030787614676604,1.1160725359194492,0.8805202622977423,1.4146710983253856,1.4146710983253856,0
